CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
CG141009,2,CG,10209161139,102,9,11,6,4,1,114,0,1,3,1,2,40,1,1,2,1,11,1,3,1,1,6,9,1,1
CA113888,2,CA,10209160750,102,9,7,4,3,1,100,0,2,3,1,2,50,1,1,2,2,12,1,3,1,1,6,9,1,1
C8149029,2,C8,10208121550,102,8,15,8,6,1,106,0,2,3,1,2,40,1,1,2,1,13,1,1,1,1,6,12,2,1
CI130529,2,CI,10209161405,102,9,14,8,5,1,110,0,1,3,1,2,40,1,1,2,4,16,1,5,1,1,3,9,1,1
CI130529,2,CI,10209161405,102,9,14,8,5,1,110,0,1,3,1,2,40,1,1,2,4,16,1,3,1,1,6,9,1,1
C7144641,2,C7,10202081117,102,2,11,6,4,5,104,0,1,3,1,2,50,1,1,2,2,17,1,4,1,1,3,6,1,1
CG137217,2,CG,10202061720,102,2,17,9,6,3,114,0,1,3,1,2,50,4,5,2,2,13,1,4,3,4,3,9,4,2
CB124234,2,CB,10202200936,102,2,9,5,4,3,105,0,1,2,1,2,50,1,4,2,2,16,1,3,1,1,6,9,1,1
CB125728,2,CB,10202140006,102,2,0,1,1,4,105,0,3,2,2,2,40,1,1,2,4,5,1,2,1,1,6,9,1,1
CB125935,2,CB,10202032140,102,2,21,11,8,7,105,0,2,3,2,2,40,1,1,2,4,16,1,1,1,1,6,9,2,1
CB124863,2,CB,10202081856,102,2,18,10,7,5,105,0,1,1,2,2,50,2,4,1,4,13,2,2,1,1,6,9,1,1
C9119277,2,C9,10202251837,102,2,18,10,7,1,100,0,2,3,2,2,50,2,4,2,4,12,1,5,1,1,4,8,1,1
C6122117,2,C6,10202201242,102,2,12,7,5,3,108,0,1,2,1,2,40,1,1,2,4,12,2,3,1,1,6,9,1,1
CB125352,2,CB,10202080724,102,2,7,4,3,5,105,0,1,1,1,2,30,1,1,1,2,17,1,4,1,1,6,9,1,1
CI105716,2,CI,10202071810,102,2,18,10,7,4,110,0,1,2,2,2,50,1,1,1,1,16,1,1,4,1,7,6,3,1
C8137660,2,C8,10202051523,102,2,15,8,6,2,106,0,1,3,1,2,50,1,1,2,2,15,1,6,1,1,3,1,1,1
C7142905,2,C7,10201230050,102,1,0,1,1,3,104,0,1,3,2,2,50,1,1,2,2,9,1,3,3,4,3,5,1,1
CG137997,2,CG,10202082345,102,2,23,12,8,5,114,0,1,1,2,2,40,2,4,1,4,13,1,3,1,1,6,9,1,1
C7143304,2,C7,10202181436,102,2,14,8,5,1,104,0,1,3,1,2,50,1,1,2,1,16,2,8,4,1,7,9,3,1
C7143304,2,C7,10202181436,102,2,14,8,5,1,104,0,1,3,1,2,50,1,1,2,1,16,1,5,1,1,3,9,1,1
C7144583,2,C7,10202141549,102,2,15,8,6,4,104,0,1,2,1,2,40,1,1,2,4,15,1,3,1,1,6,9,1,1
CB124977,2,CB,10202071253,102,2,12,7,5,4,105,0,2,3,1,2,30,2,4,2,4,9,2,2,1,1,6,1,1,1
CH111975,2,CH,10201101843,102,1,18,10,7,4,115,0,2,1,2,2,50,1,1,1,2,17,1,4,1,1,6,9,1,1
C7143306,2,C7,10202181948,102,2,19,10,7,1,104,0,1,3,2,2,50,1,1,2,1,15,1,5,1,1,3,9,1,1
C7143306,2,C7,10202181948,102,2,19,10,7,1,104,0,1,3,2,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
CC135951,2,CC,10202201430,102,2,14,8,5,3,111,0,2,3,1,2,40,2,4,2,4,17,2,6,1,1,6,9,1,1
C8136383,2,C8,10202151207,102,2,12,7,5,5,106,0,1,2,1,2,50,2,4,2,4,12,1,3,1,1,6,4,2,1
CH111999,2,CH,10202200736,102,2,7,4,3,3,115,0,1,1,1,2,50,1,1,1,4,17,1,5,1,1,4,9,1,1
CH111999,2,CH,10202200736,102,2,7,4,3,3,115,0,1,1,1,2,50,1,1,1,4,17,1,5,1,1,3,14,1,1
C7143313,2,C7,10202191639,102,2,16,9,6,2,104,0,1,3,1,2,50,1,1,2,3,16,1,5,1,1,2,6,1,1
C7143313,2,C7,10202191639,102,2,16,9,6,2,104,0,1,3,1,2,50,1,1,2,3,16,2,5,4,1,7,9,3,1
CC133358,2,CC,10201212235,102,1,22,12,8,1,111,0,1,3,2,2,50,1,1,2,1,17,1,4,1,1,3,5,4,1
CC131877,2,CC,10202151930,102,2,19,10,7,5,111,0,1,2,2,2,50,2,4,2,4,3,1,7,4,3,8,20,3,2
C5118646,2,C5,10201291640,102,1,16,9,6,2,103,0,1,3,1,2,50,1,1,2,4,3,1,5,3,4,6,9,1,1
C5119077,2,C5,10202201405,102,2,14,8,5,3,103,0,1,3,1,2,50,2,4,2,4,16,2,6,3,4,6,9,1,1
CG138180,2,CG,10202201645,102,2,16,9,6,3,114,0,1,3,1,2,20,1,1,2,4,17,1,3,1,1,6,9,1,1
CD124742,2,CD,10202201800,102,2,18,10,7,3,112,0,2,2,2,2,50,1,1,2,2,17,1,2,1,1,6,9,1,1
CD124742,2,CD,10202201800,102,2,18,10,7,3,112,0,2,2,2,2,50,1,1,2,2,17,1,3,1,1,6,9,1,1
CD124742,2,CD,10202201800,102,2,18,10,7,3,112,0,2,2,2,2,50,1,1,2,2,17,1,5,1,1,4,9,1,1
CC136698,2,CC,10202201850,102,2,18,10,7,3,111,0,1,3,2,2,30,1,1,2,4,16,1,6,1,1,3,5,1,1
C9118987,2,C9,10202201840,102,2,18,10,7,3,100,0,1,3,2,2,50,1,1,2,4,3,2,5,4,3,8,20,3,1
CF110147,2,CF,10202201950,102,2,19,10,7,3,116,0,1,3,2,2,50,1,1,2,2,16,1,6,1,1,4,8,1,1
CF110147,2,CF,10202201950,102,2,19,10,7,3,116,0,1,3,2,2,50,1,1,2,2,16,2,4,1,1,6,13,1,1
CD121584,2,CD,10206032025,102,6,20,11,7,1,112,0,1,3,2,2,50,2,4,2,4,16,1,4,3,1,2,14,1,1
CB126722,2,CB,10205311823,102,5,18,10,7,5,105,0,1,3,1,2,50,1,1,2,4,13,1,3,1,1,6,9,1,1
CB126722,2,CB,10205311823,102,5,18,10,7,5,105,0,1,3,1,2,50,1,1,2,4,13,1,5,1,1,3,9,1,1
CI118228,2,CI,10206022130,102,6,21,11,8,7,110,0,2,2,2,2,50,2,4,2,4,12,1,5,1,1,3,14,1,1
CI118228,2,CI,10206022130,102,6,21,11,8,7,110,0,2,2,2,2,50,2,4,2,4,12,1,1,3,4,8,21,3,1
CD121172,2,CD,10206022030,102,6,20,11,7,7,112,0,1,3,2,2,40,1,1,2,4,11,1,6,3,4,3,5,1,1
CD121172,2,CD,10206022030,102,6,20,11,7,7,112,0,1,3,2,2,40,1,1,2,4,11,1,6,3,4,6,9,1,1
CB127281,2,CB,10206022000,102,6,20,11,7,7,105,0,1,3,2,2,50,2,4,2,3,12,1,5,1,1,3,9,1,1
CG139436,2,CG,10206021800,102,6,18,10,7,7,114,0,1,3,1,2,40,2,4,2,4,3,1,5,1,1,3,9,1,1
C7146816,2,C7,10206021610,102,6,16,9,6,7,104,0,1,3,1,2,50,1,1,2,4,12,1,6,1,1,4,9,1,1
CE111733,2,CE,10206021855,102,6,18,10,7,7,116,0,1,3,2,2,50,1,1,2,2,17,1,8,3,4,3,5,1,1
CI118323,2,CI,10206022224,102,6,22,12,8,7,110,0,1,3,2,2,50,1,1,2,2,12,1,3,1,1,6,6,1,1
CI118323,2,CI,10206022224,102,6,22,12,8,7,110,0,1,3,2,2,50,1,1,2,2,12,2,3,1,1,3,5,1,1
CA111249,2,CA,10206012035,102,6,20,11,7,6,100,0,2,3,2,2,50,1,1,2,1,16,1,4,4,3,8,20,3,2
CE111733,2,CE,10206021855,102,6,18,10,7,7,116,0,1,3,2,2,50,1,1,2,2,17,1,3,3,4,6,9,1,1
CA111249,2,CA,10206012035,102,6,20,11,7,6,100,0,2,3,2,2,50,1,1,2,1,16,2,4,1,1,6,9,1,1
CF110784,2,CF,10206011900,102,6,19,10,7,6,116,0,1,2,2,2,40,1,1,2,4,16,2,3,1,1,6,9,1,1
CD121583,2,CD,10206022300,102,6,23,12,8,7,112,0,1,3,2,2,50,1,1,2,3,16,1,5,1,1,4,5,1,1
CD121583,2,CD,10206022300,102,6,23,12,8,7,112,0,1,3,2,2,50,1,1,2,3,16,2,3,1,1,6,9,1,1
CA111432,2,CA,10206010945,102,6,9,5,4,6,100,0,1,3,1,2,50,1,1,2,1,12,1,4,1,1,3,5,1,1
CA111432,2,CA,10206010945,102,6,9,5,4,6,100,0,1,3,1,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
CC138142,2,CC,10205291908,102,5,19,10,7,3,111,0,2,3,2,2,50,1,1,1,4,17,1,3,1,1,6,9,1,1
CC138142,2,CC,10205291908,102,5,19,10,7,3,111,0,2,3,2,2,50,1,1,1,4,17,1,8,1,1,3,9,1,1
CC138142,2,CC,10205291908,102,5,19,10,7,3,111,0,2,3,2,2,50,1,1,1,4,17,1,8,1,1,3,9,1,1
CG140156,2,CG,10206030012,102,6,0,1,1,1,114,0,3,3,2,2,40,2,4,2,4,8,1,3,4,3,8,17,3,2
CG139756,2,CG,10206021700,102,6,17,9,6,7,114,0,2,3,1,2,50,1,1,2,3,16,1,2,1,1,6,9,1,1
CG139756,2,CG,10206021700,102,6,17,9,6,7,114,0,2,3,1,2,50,1,1,2,3,16,1,4,1,1,3,9,1,1
CA111462,2,CA,10205300500,102,5,5,3,2,4,100,0,1,3,1,2,50,1,1,2,1,15,1,4,1,1,6,9,1,1
CG137422,2,CG,10206021520,102,6,15,8,6,7,114,0,1,3,1,2,40,1,1,2,4,17,1,6,1,1,5,9,1,1
CG137423,2,CG,10206021740,102,6,17,9,6,7,114,0,1,3,1,2,40,1,1,2,4,17,2,6,1,1,3,9,1,1
C5103433,2,C5,10205261400,102,5,14,8,5,7,103,0,1,3,1,2,50,4,6,2,2,13,2,4,1,1,6,9,1,1
CE111767,2,CE,10205290715,102,5,7,4,3,3,116,0,1,3,1,2,40,1,1,2,4,17,1,6,1,1,3,9,1,1
C5126643,2,C5,10205281603,102,5,16,9,6,2,103,0,3,3,1,2,50,1,1,2,4,17,1,8,3,4,6,6,2,1
CD121398,2,CD,10205290828,102,5,8,5,3,3,112,0,1,3,1,2,50,2,4,2,1,13,1,3,3,4,6,7,1,1
C6121535,2,C6,10205290620,102,5,6,4,3,3,108,0,2,3,1,2,50,1,1,2,2,3,1,1,1,1,6,9,2,1
C7142790,2,C7,10202141542,102,2,15,8,6,4,104,0,2,3,1,2,50,2,4,2,2,17,1,3,1,1,6,1,1,1
C7146891,2,C7,10206030825,102,6,8,5,3,1,104,0,1,3,1,2,50,4,4,2,4,9,1,5,4,3,8,20,3,2
C5118715,2,C5,10201101620,102,1,16,9,6,4,103,0,1,2,1,2,50,1,1,2,4,3,1,5,4,3,8,20,3,2
C5118715,2,C5,10201101620,102,1,16,9,6,4,103,0,1,2,1,2,50,1,1,2,4,3,2,9,4,3,8,20,3,2
CG136960,2,CG,10201110820,102,1,8,5,3,5,114,0,1,2,1,2,50,1,1,2,4,16,1,5,1,1,4,9,1,1
CB125543,2,CB,10201110902,102,1,9,5,4,5,105,0,1,3,1,2,50,2,4,2,1,17,1,3,1,1,6,9,1,1
CB125543,2,CB,10201110902,102,1,9,5,4,5,105,0,1,3,1,2,50,2,4,2,1,17,1,4,1,1,3,13,1,1
C5118716,2,C5,10201110630,102,1,6,4,3,5,103,0,1,2,1,2,50,1,1,2,2,3,1,1,4,3,8,20,3,1
CD122501,2,CD,10201110740,102,1,7,4,3,5,112,0,1,3,1,2,50,1,1,2,1,12,2,5,1,4,6,6,1,1
CE113471,2,CE,10201081645,102,1,16,9,6,2,116,0,2,1,1,2,50,2,4,1,4,3,1,3,1,1,6,9,1,1
CB125542,2,CB,10201101828,102,1,18,10,7,4,105,0,1,2,2,2,40,1,1,2,4,12,1,3,1,1,6,6,1,1
CF109918,2,CF,10201082300,102,1,23,12,8,2,116,0,1,1,2,2,50,1,1,1,1,16,1,7,1,4,4,9,1,1
CF109918,2,CF,10201082300,102,1,23,12,8,2,116,0,1,1,2,2,50,1,1,1,1,16,2,3,4,3,8,20,3,1
C5121994,2,C5,10202080814,102,2,8,5,3,5,103,0,1,2,1,2,50,2,4,2,4,16,2,2,1,1,6,9,1,1
CD124440,2,CD,10201111005,102,1,10,6,4,5,112,0,1,3,1,2,50,2,4,2,4,12,1,3,1,1,3,9,1,1
CE111952,2,CE,10201081850,102,1,18,10,7,2,116,0,1,1,2,2,50,1,1,1,4,3,1,5,1,1,6,9,1,1
C7143597,2,C7,10201101735,102,1,17,9,6,4,104,0,1,2,1,2,40,1,1,2,1,12,1,3,1,1,6,9,1,1
C7143591,2,C7,10201100915,102,1,9,5,4,4,104,0,2,2,1,2,40,1,1,2,4,15,2,3,1,1,3,9,1,1
CC134263,2,CC,10201110600,102,1,6,4,3,5,111,0,1,3,1,2,50,2,4,2,4,17,1,9,1,1,6,9,1,1
CG135995,2,CG,10201111230,102,1,12,7,5,5,114,0,1,3,1,2,50,2,4,2,4,17,1,8,1,1,6,9,1,1
CD124439,2,CD,10201110740,102,1,7,4,3,5,112,0,2,3,1,2,50,1,1,2,1,16,1,3,1,1,6,9,1,1
CD124439,2,CD,10201110740,102,1,7,4,3,5,112,0,2,3,1,2,50,1,1,2,1,16,2,3,1,1,6,9,1,1
CB123639,2,CB,10201110645,102,1,6,4,3,5,105,0,1,2,1,2,50,1,1,1,1,9,1,3,3,2,6,9,1,1
CB123639,2,CB,10201110645,102,1,6,4,3,5,105,0,1,2,1,2,50,1,1,1,1,9,2,7,4,3,8,20,3,2
CG135215,2,CG,10201111750,102,1,17,9,6,5,114,0,2,3,2,2,50,1,1,2,1,17,2,2,1,1,6,9,1,1
CG135215,2,CG,10201111750,102,1,17,9,6,5,114,0,2,3,2,2,50,1,1,2,1,17,2,2,4,3,8,20,3,2
C9118493,2,C9,10205181020,102,5,10,6,4,6,100,0,3,2,1,2,50,2,3,2,4,12,2,3,4,3,8,20,3,1
CD124706,2,CD,10201111545,102,1,15,8,6,5,112,0,1,3,1,2,50,1,1,2,4,16,1,5,1,1,5,5,1,1
CD124706,2,CD,10201111545,102,1,15,8,6,5,112,0,1,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
C7137817,2,C7,10201121559,102,1,15,8,6,6,104,0,1,1,1,2,40,1,1,1,1,13,1,2,2,4,6,9,1,1
CB124598,2,CB,10201111136,102,1,11,6,4,5,105,0,2,3,1,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
CB126131,2,CB,10201121542,102,1,15,8,6,6,105,0,1,1,1,2,40,2,4,1,4,12,1,3,1,1,6,9,1,1
C7137818,2,C7,10201121800,102,1,18,10,7,6,104,0,2,1,1,2,50,2,4,1,4,17,1,7,3,4,6,9,1,1
CB126132,2,CB,10201121752,102,1,17,9,6,6,105,0,1,1,1,2,40,1,1,1,4,11,1,8,1,1,4,6,1,1
CB126132,2,CB,10201121752,102,1,17,9,6,6,105,0,1,1,1,2,40,1,1,1,4,11,1,3,1,1,6,5,1,1
CD124749,2,CD,10201121853,102,1,18,10,7,6,112,0,2,1,2,2,50,2,4,1,4,3,1,4,1,1,6,9,1,1
C8136054,2,C8,10206060750,102,6,7,4,3,4,106,0,1,3,1,2,30,1,1,2,4,15,1,5,1,1,3,9,1,1
CB125546,2,CB,10201272211,102,1,22,12,8,7,105,0,2,3,2,2,50,1,1,2,4,13,1,5,1,1,6,9,2,2
CD124144,2,CD,10201301215,102,1,12,7,5,3,112,0,1,3,1,2,50,2,4,2,4,17,2,8,1,1,6,9,1,1
CH111841,2,CH,10201231920,102,1,19,10,7,3,115,0,1,3,2,2,50,2,4,2,4,12,2,6,1,1,6,7,1,1
CD124797,2,CD,10201300920,102,1,9,5,4,3,112,0,1,3,1,2,50,1,1,2,4,16,1,6,1,4,3,6,1,1
CG137528,2,CG,10201300827,102,1,8,5,3,3,114,0,1,3,1,2,50,4,6,2,4,16,1,4,1,1,9,15,1,1
CC135258,2,CC,10201301131,102,1,11,6,4,3,111,0,1,3,1,2,50,2,4,2,3,3,1,9,1,1,4,9,2,1
CE113217,2,CE,10201301038,102,1,10,6,4,3,116,0,1,3,1,2,50,2,4,2,4,13,1,3,1,1,3,9,1,1
CC135258,2,CC,10201301131,102,1,11,6,4,3,111,0,1,3,1,2,50,2,4,2,3,3,2,9,4,3,8,16,3,1
CE113217,2,CE,10201301038,102,1,10,6,4,3,116,0,1,3,1,2,50,2,4,2,4,13,2,4,1,1,6,15,1,1
C7141802,2,C7,10201300815,102,1,8,5,3,3,104,0,2,3,1,2,50,1,1,2,4,13,2,4,1,1,6,9,1,1
C7143479,2,C7,10201300847,102,1,8,5,3,3,104,0,1,3,1,2,50,1,1,2,1,17,1,4,1,1,6,9,1,1
CF110040,2,CF,10201261433,102,1,14,8,5,6,116,0,1,2,1,2,50,1,1,2,2,17,1,6,1,1,3,1,1,1
C7143479,2,C7,10201300847,102,1,8,5,3,3,104,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,6,15,1,1
C8143107,2,C8,10201101040,102,1,10,6,4,4,106,0,1,1,1,2,50,1,2,1,2,12,1,6,1,1,4,9,1,1
C9118962,2,C9,10201230850,102,1,8,5,3,3,100,0,1,2,1,2,50,1,1,2,2,12,2,5,1,1,6,9,1,1
CB124968,2,CB,10201160053,102,1,0,1,1,3,105,0,1,3,2,2,40,2,4,2,4,17,1,3,1,1,6,1,1,1
CG136807,2,CG,10201300830,102,1,8,5,3,3,114,0,2,3,1,2,40,1,1,2,1,11,1,3,1,1,6,9,1,1
C8136718,2,C8,10201301250,102,1,12,7,5,3,106,0,1,3,1,2,50,1,1,2,1,12,2,6,1,1,6,9,1,1
C6121961,2,C6,10201292249,102,1,22,12,8,2,108,0,3,3,2,2,40,2,3,2,4,10,1,6,1,1,6,9,1,1
C6121961,2,C6,10201292249,102,1,22,12,8,2,108,0,3,3,2,2,40,2,3,2,4,10,2,5,1,1,6,9,1,1
CC133249,2,CC,10201301345,102,1,13,7,5,3,111,0,2,3,1,2,40,1,1,2,2,13,1,4,1,1,6,9,1,1
CC133249,2,CC,10201301345,102,1,13,7,5,3,111,0,2,3,1,2,40,1,1,2,2,13,1,3,1,1,6,14,1,1
C7142225,2,C7,10201300835,102,1,8,5,3,3,104,0,1,3,1,2,50,2,4,2,4,3,1,6,1,1,3,4,1,1
CI103568,2,CI,10201301240,102,1,12,7,5,3,110,0,2,3,1,2,50,1,1,2,4,17,1,6,1,1,5,15,1,1
CI103568,2,CI,10201301240,102,1,12,7,5,3,110,0,2,3,1,2,50,1,1,2,4,17,1,3,1,1,6,9,1,1
CI103568,2,CI,10201301240,102,1,12,7,5,3,110,0,2,3,1,2,50,1,1,2,4,17,1,3,1,1,6,9,1,1
C8136790,2,C8,10201301430,102,1,14,8,5,3,106,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,3,5,1,1
C8136790,2,C8,10201301430,102,1,14,8,5,3,106,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,6,4,1,1
C6125432,2,C6,10201300945,102,1,9,5,4,3,108,0,1,3,1,2,50,2,4,2,4,8,1,4,1,1,5,9,1,1
CI103612,2,CI,10201291715,102,1,17,9,6,2,110,0,2,3,1,2,50,1,1,2,4,17,1,3,1,1,6,9,1,1
CC135331,2,CC,10201301750,102,1,17,9,6,3,111,0,1,3,2,2,50,1,1,2,1,15,2,6,1,1,3,9,1,1
CC135331,2,CC,10201301750,102,1,17,9,6,3,111,0,1,3,2,2,50,1,1,2,1,15,1,2,1,1,6,1,1,1
C5121728,2,C5,10201311450,102,1,14,8,5,4,103,0,1,3,1,2,50,1,1,2,2,14,2,7,4,3,8,20,3,1
C9117604,2,C9,10202081315,102,2,13,7,5,5,100,0,1,2,1,2,50,2,4,2,4,13,1,6,1,1,6,9,1,1
CG137896,2,CG,10201311315,102,1,13,7,5,4,114,0,1,3,1,2,50,1,1,2,1,17,1,4,1,1,6,9,1,1
C5121729,2,C5,10201311630,102,1,16,9,6,4,103,0,1,3,1,2,50,1,1,2,2,16,1,4,1,1,3,6,1,1
C5121729,2,C5,10201311630,102,1,16,9,6,4,103,0,1,3,1,2,50,1,1,2,2,16,1,4,1,1,6,9,1,1
CA110256,2,CA,10201290740,102,1,7,4,3,2,100,0,2,3,1,2,50,1,1,2,1,9,1,4,1,1,6,6,1,1
CG137620,2,CG,10201310851,102,1,8,5,3,4,114,0,1,3,1,2,30,2,4,2,4,17,2,5,1,1,6,9,1,1
CI117714,2,CI,10201311230,102,1,12,7,5,4,110,0,1,3,1,2,50,1,1,2,1,3,2,6,4,3,8,20,3,2
CF109929,2,CF,10201291355,102,1,13,7,5,2,116,0,2,3,1,2,50,1,1,2,1,16,1,6,1,4,6,9,1,1
CI117713,2,CI,10201310115,102,1,1,1,1,4,110,0,2,3,2,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
CI117713,2,CI,10201310115,102,1,1,1,1,4,110,0,2,3,2,2,50,1,1,2,4,16,1,5,1,1,4,9,1,1
CI117713,2,CI,10201310115,102,1,1,1,1,4,110,0,2,3,2,2,50,1,1,2,4,16,1,4,4,3,8,20,3,2
CB126139,2,CB,10201301900,102,1,19,10,7,3,105,0,2,3,2,1,50,2,4,2,4,13,1,4,1,1,6,9,1,1
CA112084,2,CA,10201201000,102,1,10,6,4,7,100,0,1,3,1,2,50,1,1,2,4,17,2,3,1,1,6,9,1,1
CG140889,2,CG,10208010652,102,8,6,4,3,4,114,0,1,3,1,2,50,1,1,2,1,16,1,5,1,1,6,6,2,1
CG140889,2,CG,10208010652,102,8,6,4,3,4,114,0,1,3,1,2,50,1,1,2,1,16,1,5,1,1,3,9,1,1
C5127530,2,C5,10208071655,102,8,16,9,6,3,103,0,2,3,1,2,40,2,4,2,4,13,1,4,1,1,4,9,1,1
C5127530,2,C5,10208071655,102,8,16,9,6,3,103,0,2,3,1,2,40,2,4,2,4,13,2,1,4,3,8,20,3,2
C5127529,2,C5,10208071440,102,8,14,8,5,3,103,0,1,3,1,2,50,2,4,2,4,13,1,6,1,1,3,7,1,1
C5127529,2,C5,10208071440,102,8,14,8,5,3,103,0,1,3,1,2,50,2,4,2,4,13,1,5,2,1,6,9,1,1
C7900585,2,C7,10205020850,102,5,8,5,3,4,104,0,1,3,1,2,40,1,1,2,4,17,1,7,3,4,4,9,1,1
CG138038,2,CG,10208032020,102,8,20,11,7,6,114,0,4,3,2,2,50,2,4,2,1,17,1,3,1,1,6,5,1,1
CG141902,2,CG,10208020840,102,8,8,5,3,5,114,0,1,3,1,2,40,1,1,2,4,12,1,6,3,4,5,6,1,1
CD113923,2,CD,10207151450,102,7,14,8,5,1,112,0,1,3,1,2,60,2,3,2,4,17,1,5,1,1,2,6,1,1
CD117244,2,CD,10208070750,102,8,7,4,3,3,112,0,1,3,1,2,50,1,1,2,4,16,2,5,1,1,3,5,1,1
CF115382,2,CF,10208041600,102,8,16,9,6,7,116,0,1,3,1,2,40,2,4,2,4,16,1,3,1,1,6,5,1,1
C8130345,2,C8,10205032339,102,5,23,12,8,5,106,0,1,3,2,2,50,1,1,2,2,16,1,8,1,1,4,9,1,1
CA110698,2,CA,10205030720,102,5,7,4,3,5,100,0,2,3,1,2,50,1,1,2,2,12,2,3,4,3,8,20,3,2
CH113541,2,CH,10207271203,102,7,12,7,5,6,115,0,1,3,1,2,50,1,1,2,1,12,2,6,3,4,6,5,4,2
CG140481,2,CG,10208041042,102,8,10,6,4,7,114,0,1,3,1,2,40,2,3,2,4,16,1,8,1,1,6,9,1,1
CF115543,2,CF,10207170900,102,7,9,5,4,3,116,0,1,3,1,2,50,1,1,2,2,3,1,6,1,1,4,5,1,1
CC139220,2,CC,10208061725,102,8,17,9,6,2,111,0,1,3,1,2,50,1,1,2,4,15,1,9,1,1,3,9,1,1
CC139290,2,CC,10208061015,102,8,10,6,4,2,111,0,1,3,1,2,50,2,4,2,1,17,1,9,1,1,7,9,3,1
C9119535,2,C9,10208061455,102,8,14,8,5,2,100,0,1,3,1,2,50,1,1,2,1,12,1,5,1,1,4,6,1,1
CG141747,2,CG,10208020918,102,8,9,5,4,5,114,0,1,3,1,2,50,1,1,2,4,15,1,6,1,1,2,9,1,1
CG140762,2,CG,10207100810,102,7,8,5,3,3,114,0,1,3,1,2,50,1,1,2,1,13,1,3,1,1,6,5,1,1
C7149001,2,C7,10208080820,102,8,8,5,3,4,104,0,2,3,1,2,50,1,1,2,2,8,1,5,4,3,8,17,3,1
C6115927,2,C6,10208070015,102,8,0,1,1,3,108,0,1,3,2,2,50,4,4,2,4,12,2,3,1,1,6,9,1,1
CA114142,2,CA,10208080802,102,8,8,5,3,4,100,0,1,3,1,2,50,1,1,2,1,16,2,4,1,1,3,6,1,1
C7147032,2,C7,10208072310,102,8,23,12,8,3,104,0,2,3,2,2,50,1,1,2,2,15,1,3,1,1,6,9,1,1
CD127188,2,CD,10210261510,102,10,15,8,6,6,112,0,1,3,1,2,50,1,1,2,3,17,2,5,1,1,6,9,1,1
CI128737,2,CI,10208062244,102,8,22,12,8,2,110,0,1,3,2,2,30,4,4,2,4,17,1,1,1,1,6,4,2,1
C6121468,1,C6,10208080855,102,8,8,5,3,4,108,1,0,3,1,2,50,1,1,2,2,3,1,5,1,1,3,5,1,1
CI128739,2,CI,10208071327,102,8,13,7,5,3,110,0,3,3,1,2,50,1,1,2,2,17,2,4,1,1,6,9,1,1
C6121468,1,C6,10208080855,102,8,8,5,3,4,108,1,0,3,1,2,50,1,1,2,2,3,1,8,4,3,8,20,3,2
CI128739,2,CI,10208071327,102,8,13,7,5,3,110,0,3,3,1,2,50,1,1,2,2,17,2,1,4,3,8,20,3,2
CI128739,2,CI,10208071327,102,8,13,7,5,3,110,0,3,3,1,2,50,1,1,2,2,17,2,1,4,3,8,20,3,2
CI128740,2,CI,10208080728,102,8,7,4,3,4,110,0,1,3,1,2,40,1,1,2,4,15,1,2,1,1,6,9,1,1
CD117355,2,CD,10208080850,102,8,8,5,3,4,112,0,1,3,1,2,50,1,1,2,1,16,2,7,1,1,3,6,1,2
CD117355,2,CD,10208080850,102,8,8,5,3,4,112,0,1,3,1,2,50,1,1,2,1,16,2,4,1,1,6,9,1,1
CD117356,2,CD,10208081000,102,8,10,6,4,4,112,0,1,3,1,2,50,2,4,2,4,13,1,4,1,1,6,9,1,1
CD114325,2,CD,10208072040,102,8,20,11,7,3,112,0,2,3,2,2,50,1,1,2,2,16,1,2,1,1,6,9,1,1
CD117356,2,CD,10208081000,102,8,10,6,4,4,112,0,1,3,1,2,50,2,4,2,4,13,1,4,1,1,3,12,1,1
CD114325,2,CD,10208072040,102,8,20,11,7,3,112,0,2,3,2,2,50,1,1,2,2,16,1,1,4,3,8,20,3,1
CD114327,2,CD,10208081000,102,8,10,6,4,4,112,0,1,3,1,2,50,1,1,2,2,16,2,4,1,1,6,9,1,1
CI129272,2,CI,10208081110,102,8,11,6,4,4,110,0,1,3,1,2,50,1,1,2,1,13,1,2,1,1,6,9,1,1
CI129272,2,CI,10208081110,102,8,11,6,4,4,110,0,1,3,1,2,50,1,1,2,1,13,1,8,1,1,3,9,1,1
CE112902,2,CE,10208080915,102,8,9,5,4,4,116,0,1,3,1,2,50,1,1,2,2,9,2,7,4,3,8,20,3,1
CI128737,2,CI,10208062244,102,8,22,12,8,2,110,0,1,3,2,2,30,4,4,2,4,17,1,5,1,1,6,9,1,1
